text,category,location,source,urgency,sentiment
"Sama road is full of potholes, very dangerous for bikers.",Roads,Sama,Official App,Medium,Negative
Unfinished road work in Subhanpura causing dust.,Roads,Subhanpura,Official App,Medium,Negative
Alert: Vishwamitri river water entering Tarsali low lying areas. Calling municipal corporation.,Waterlogging,Tarsali,WhatsApp,High,Negative
Urgent: Dust pollution is unbearable in Manjalpur. It is very annoying.,Pollution,Manjalpur,Social Media,High,Negative
Street lights not working in Gotri.,Street Lights,Gotri,Official App,Medium,Negative
Garbage not collected in Manjalpur for 3 days. Very dangerous situation.,Sanitation,Manjalpur,WhatsApp,Medium,Negative
Help needed: Stray animal menace in Kala Ghoda. It is very annoying.,Stray Animals,Kala Ghoda,Social Media,Medium,Negative
Alert: Vishwamitri river water entering Manjalpur low lying areas. VMC please help.,Waterlogging,Manjalpur,WhatsApp,High,Negative
Action required: Air quality is very bad in Subhanpura. #Vadodara #VMC,Pollution,Subhanpura,WhatsApp,High,Negative
Complaint: Gadde hi gadde hai Makarpura ke road par. It's been a week.,Roads,Makarpura,WhatsApp,Medium,Negative
Help needed: Too many stray dogs in Tarsali attacking people. #Vadodara #VMC,Stray Animals,Tarsali,Social Media,Medium,Negative
Urgent: Blinkering street lights at Nyay Mandir crossroad. Calling municipal corporation.,Street Lights,Nyay Mandir,Social Media,High,Negative
Suffocating smell near Gotri GIDC.,Pollution,Gotri,Official App,High,Negative
Suffocating smell near Waghodia Road GIDC.,Pollution,Waghodia Road,Official App,High,Negative
Air quality is very bad in Gotri. #Vadodara #VMC,Pollution,Gotri,Social Media,High,Negative
Huge potholes in Harni main road. Authorities please take note.,Roads,Harni,WhatsApp,Medium,Negative
Please check: Resurfacing needed for Alkapuri street. Very dangerous situation.,Roads,Alkapuri,WhatsApp,Medium,Negative
Please check: Resurfacing needed for Tarsali street.,Roads,Tarsali,Social Media,Medium,Negative
Help needed:  foul smell coming from garbage dump in Subhanpura. Very dangerous situation.,Sanitation,Subhanpura,Social Media,Medium,Negative
Low pressure water in Kala Ghoda. Very dangerous situation.,Water Supply,Kala Ghoda,Social Media,High,Negative
Barish ka paani Sama me bhar gaya hai.,Waterlogging,Sama,Official App,High,Negative
Low pressure water in Raopura. Very dangerous situation.,Water Supply,Raopura,Social Media,High,Negative
Complaint:  foul smell coming from garbage dump in Fatehgunj. Authorities please take note.,Sanitation,Fatehgunj,Social Media,Medium,Negative
Too many stray dogs in Akota attacking people.,Stray Animals,Akota,News Headline,Medium,Negative
"Andhera hai Vasna Road me, lights fix karo.",Street Lights,Vasna Road,News Headline,Medium,Negative
Urgent: Cows sitting in the middle of Gotri road.,Stray Animals,Gotri,Social Media,High,Negative
Contaminated water supply in Nandesari.,Water Supply,Nandesari,Official App,High,Negative
"Complaint: Andhera hai Subhanpura me, lights fix karo. Please resolve asap.",Street Lights,Subhanpura,WhatsApp,Medium,Negative
Help needed: Factory releasing black smoke near Sayajigunj. Calling municipal corporation.,Pollution,Sayajigunj,Social Media,High,Negative
Report: Contaminated water supply in Sama. Please resolve asap.,Water Supply,Sama,Social Media,High,Negative
Vishwamitri river water entering Raopura low lying areas.,Waterlogging,Raopura,News Headline,High,Negative
Help needed: Huge potholes in Manjalpur main road. It's been a week.,Roads,Manjalpur,WhatsApp,Medium,Negative
Garbage not collected in Sama for 3 days.,Sanitation,Sama,News Headline,Medium,Negative
Contaminated water supply in Gotri.,Water Supply,Gotri,Official App,High,Negative
Complaint:  foul smell coming from garbage dump in Gotri. VMC please help.,Sanitation,Gotri,Social Media,Medium,Negative
"Complaint: Andhera hai Mandvi me, lights fix karo. VMC please help.",Street Lights,Mandvi,Social Media,Medium,Negative
Resurfacing needed for Mandvi street.,Roads,Mandvi,Official App,Medium,Negative
Street lights not working in Karelibaug.,Street Lights,Karelibaug,Official App,Medium,Negative
Please check: Too many stray dogs in Sayajigunj attacking people. Calling municipal corporation.,Stray Animals,Sayajigunj,Social Media,Medium,Negative
Contaminated water supply in Mandvi. It's been a week.,Water Supply,Mandvi,WhatsApp,High,Negative
Action required: Cleaning not done in Subhanpura society. It is very annoying.,Sanitation,Subhanpura,WhatsApp,Medium,Negative
Suffocating smell near Karelibaug GIDC.,Pollution,Karelibaug,Official App,High,Negative
Dustbins are overflowing at Nyay Mandir. Very dangerous situation.,Sanitation,Nyay Mandir,Social Media,Medium,Negative
Please check: Garbage not collected in Waghodia Road for 3 days. Calling municipal corporation.,Sanitation,Waghodia Road,WhatsApp,Medium,Negative
Help needed: Cleaning not done in Nandesari society. It's been a week.,Sanitation,Nandesari,WhatsApp,Medium,Negative
Barish ka paani Kala Ghoda me bhar gaya hai.,Waterlogging,Kala Ghoda,News Headline,High,Negative
Heavy rain caused flooding near Nyay Mandir.,Waterlogging,Nyay Mandir,Official App,High,Negative
Akota is completely dark at night. Very dangerous situation.,Street Lights,Akota,WhatsApp,Medium,Negative
Road surface is damaged at Subhanpura. Authorities please take note.,Roads,Subhanpura,Social Media,Medium,Negative
Low pressure water in Ajwa Road.,Water Supply,Ajwa Road,Official App,High,Negative
Alert: Heavy rain caused flooding near Fatehgunj.,Waterlogging,Fatehgunj,Social Media,High,Negative
"Knee deep water in Alkapuri, please help.",Waterlogging,Alkapuri,Official App,High,Negative
Low pressure water in Ajwa Road.,Water Supply,Ajwa Road,Official App,High,Negative
Alert: Subhanpura me bahut chemical ki badboo aa rahi hai. Please resolve asap.,Pollution,Subhanpura,Social Media,High,Negative
Alert: Kachra pada hai Gorwa main road pe. VMC please help.,Sanitation,Gorwa,Social Media,Medium,Negative
Urgent: Bad road condition near Subhanpura school. Authorities please take note.,Roads,Subhanpura,WhatsApp,High,Negative
Dustbins are overflowing at Fatehgunj.,Sanitation,Fatehgunj,News Headline,Medium,Negative
Alert: Huge potholes in Subhanpura main road. Please resolve asap.,Roads,Subhanpura,Social Media,Medium,Negative
"Andhera hai Sama me, lights fix karo.",Street Lights,Sama,News Headline,Medium,Negative
Complaint: Cleaning not done in Harni society. Very dangerous situation.,Sanitation,Harni,Social Media,Medium,Negative
Action required: Stray animal menace in Alkapuri. Calling municipal corporation.,Stray Animals,Alkapuri,Social Media,Medium,Negative
Alert: Cows sitting in the middle of Raopura road. VMC please help.,Stray Animals,Raopura,WhatsApp,Medium,Negative
Suffocating smell near Kala Ghoda GIDC.,Pollution,Kala Ghoda,Official App,High,Negative
Blinkering street lights at Sayajigunj crossroad.,Street Lights,Sayajigunj,Official App,Medium,Negative
Eyes burning due to smoke in Waghodia Road. Calling municipal corporation.,Pollution,Waghodia Road,Social Media,High,Negative
Cows sitting in the middle of Mandvi road.,Stray Animals,Mandvi,Official App,Medium,Negative
Report: Yellow water coming from tap in Alkapuri. Very dangerous situation.,Water Supply,Alkapuri,Social Media,High,Negative
Report: Street lights not working in Sayajigunj. VMC please help.,Street Lights,Sayajigunj,Social Media,Medium,Negative
Report: Too many stray dogs in Manjalpur attacking people. Please resolve asap.,Stray Animals,Manjalpur,WhatsApp,Medium,Negative
Report: Cleaning not done in Vasna Road society. Calling municipal corporation.,Sanitation,Vasna Road,Social Media,Medium,Negative
Help needed: Air quality is very bad in Mandvi. #Vadodara #VMC,Pollution,Mandvi,Social Media,High,Negative
"Report: Manjalpur road is full of potholes, very dangerous for bikers. VMC please help.",Roads,Manjalpur,WhatsApp,Medium,Negative
Blinkering street lights at Nandesari crossroad.,Street Lights,Nandesari,Official App,Medium,Negative
Help needed: Cows sitting in the middle of Makarpura road. It is very annoying.,Stray Animals,Makarpura,Social Media,Medium,Negative
Help needed: Vasna Road me bahut chemical ki badboo aa rahi hai. #Vadodara #VMC,Pollution,Vasna Road,WhatsApp,High,Negative
Action required: Too many stray dogs in Nyay Mandir attacking people. VMC please help.,Stray Animals,Nyay Mandir,Social Media,Medium,Negative
"Urgent: Andhera hai Nandesari me, lights fix karo. It is very annoying.",Street Lights,Nandesari,WhatsApp,High,Negative
Heavy rain caused flooding near Ajwa Road.,Waterlogging,Ajwa Road,Official App,High,Negative
Resurfacing needed for Waghodia Road street.,Roads,Waghodia Road,Official App,Medium,Negative
Action required: Garbage not collected in Makarpura for 3 days.,Sanitation,Makarpura,Social Media,Medium,Negative
Action required: Dust pollution is unbearable in Nyay Mandir. Authorities please take note.,Pollution,Nyay Mandir,Social Media,High,Negative
Action required: Ajwa Road is completely dark at night. VMC please help.,Street Lights,Ajwa Road,WhatsApp,Medium,Negative
Please check: Stray cattle blocking traffic at Ajwa Road. #Vadodara #VMC,Stray Animals,Ajwa Road,Social Media,Medium,Negative
Action required: Factory releasing black smoke near Fatehgunj. Calling municipal corporation.,Pollution,Fatehgunj,WhatsApp,High,Negative
Report: Yellow water coming from tap in Kala Ghoda. Please resolve asap.,Water Supply,Kala Ghoda,WhatsApp,High,Negative
Complaint: Cows sitting in the middle of Karelibaug road. Please resolve asap.,Stray Animals,Karelibaug,Social Media,Medium,Negative
Alert: Dust pollution is unbearable in Alkapuri. It's been a week.,Pollution,Alkapuri,Social Media,High,Negative
Report: Ajwa Road is completely dark at night. Very dangerous situation.,Street Lights,Ajwa Road,Social Media,Medium,Negative
"Andhera hai Gotri me, lights fix karo.",Street Lights,Gotri,Official App,Medium,Negative
Terrible chemical smell in Sayajigunj at night. Please resolve asap.,Pollution,Sayajigunj,Social Media,High,Negative
Report: Waterlogging near Manjalpur is causing huge traffic jams. It is very annoying.,Waterlogging,Manjalpur,WhatsApp,High,Negative
Too many stray dogs in Harni attacking people.,Stray Animals,Harni,News Headline,Medium,Negative
Barish ka paani Alkapuri me bhar gaya hai.,Waterlogging,Alkapuri,News Headline,High,Negative
Gadde hi gadde hai Gotri ke road par.,Roads,Gotri,Official App,Medium,Negative
Please check: Stray animal menace in Nandesari.,Stray Animals,Nandesari,WhatsApp,Medium,Negative
Resurfacing needed for Karelibaug street.,Roads,Karelibaug,News Headline,Medium,Negative
Report: Water logging issue at Waghodia Road circle. Calling municipal corporation.,Waterlogging,Waghodia Road,Social Media,High,Negative
Report: Very unhygienic conditions in Nandesari vegetable market. It is very annoying.,Sanitation,Nandesari,WhatsApp,Medium,Negative
Dustbins are overflowing at Sayajigunj.,Sanitation,Sayajigunj,Official App,Medium,Negative
Yellow water coming from tap in Akota.,Water Supply,Akota,News Headline,High,Negative
"Urgent: Gorwa road is full of potholes, very dangerous for bikers. #Vadodara #VMC",Roads,Gorwa,WhatsApp,High,Negative
Help needed: Dustbins are overflowing at Kala Ghoda. #Vadodara #VMC,Sanitation,Kala Ghoda,WhatsApp,Medium,Negative
Urgent: Dustbins are overflowing at Makarpura. Authorities please take note.,Sanitation,Makarpura,WhatsApp,High,Negative
Please check: Kala Ghoda is completely submerged. #Vadodara #VMC,Waterlogging,Kala Ghoda,WhatsApp,High,Negative
Alert: Cleaning not done in Tarsali society. Please resolve asap.,Sanitation,Tarsali,WhatsApp,Medium,Negative
Help needed: Contaminated water supply in Gotri. It is very annoying.,Water Supply,Gotri,Social Media,High,Negative
Ajwa Road is completely submerged. Please resolve asap.,Waterlogging,Ajwa Road,WhatsApp,High,Negative
Help needed:  foul smell coming from garbage dump in Sayajigunj. Calling municipal corporation.,Sanitation,Sayajigunj,Social Media,Medium,Negative
Tarsali me bahut chemical ki badboo aa rahi hai.,Pollution,Tarsali,News Headline,High,Negative
Terrible chemical smell in Fatehgunj at night. Very dangerous situation.,Pollution,Fatehgunj,WhatsApp,High,Negative
Please check: Ganda paani aa raha hai Gotri me. VMC please help.,Water Supply,Gotri,Social Media,High,Negative
Alert: Unfinished road work in Kala Ghoda causing dust. Calling municipal corporation.,Roads,Kala Ghoda,Social Media,Medium,Negative
Waterlogging near Kala Ghoda is causing huge traffic jams.,Waterlogging,Kala Ghoda,Official App,High,Negative
Drainage overflow causing water to unexpected levels in Kala Ghoda.,Waterlogging,Kala Ghoda,Official App,High,Negative
Urgent: Ganda paani aa raha hai Mandvi me. Authorities please take note.,Water Supply,Mandvi,Social Media,High,Negative
Complaint: Vishwamitri river water entering Karelibaug low lying areas. Calling municipal corporation.,Waterlogging,Karelibaug,Social Media,High,Negative
Help needed: Ganda paani aa raha hai Ajwa Road me.,Water Supply,Ajwa Road,Social Media,High,Negative
No water supply in Sama since morning. It's been a week.,Water Supply,Sama,Social Media,High,Negative
"Andhera hai Subhanpura me, lights fix karo.",Street Lights,Subhanpura,Official App,Medium,Negative
Barish ka paani Tarsali me bhar gaya hai.,Waterlogging,Tarsali,Official App,High,Negative
Action required: Road surface is damaged at Makarpura.,Roads,Makarpura,WhatsApp,Medium,Negative
Complaint: Too many stray dogs in Alkapuri attacking people. Authorities please take note.,Stray Animals,Alkapuri,WhatsApp,Medium,Negative
Please check: Garbage not collected in Nandesari for 3 days. VMC please help.,Sanitation,Nandesari,WhatsApp,Medium,Negative
 foul smell coming from garbage dump in Waghodia Road.,Sanitation,Waghodia Road,News Headline,Medium,Negative
Kachra pada hai Sama main road pe.,Sanitation,Sama,News Headline,Medium,Negative
Urgent: Dead animal near Tarsali needs removal. Please resolve asap.,Sanitation,Tarsali,Social Media,High,Negative
Report: Cleaning not done in Nyay Mandir society. It is very annoying.,Sanitation,Nyay Mandir,Social Media,Medium,Negative
Complaint: Dustbins are overflowing at Manjalpur. Very dangerous situation.,Sanitation,Manjalpur,Social Media,Medium,Negative
 foul smell coming from garbage dump in Subhanpura.,Sanitation,Subhanpura,Official App,Medium,Negative
 foul smell coming from garbage dump in Sama.,Sanitation,Sama,Official App,Medium,Negative
Please check: Low pressure water in Makarpura. Very dangerous situation.,Water Supply,Makarpura,Social Media,High,Negative
Report: Cows sitting in the middle of Harni road. It is very annoying.,Stray Animals,Harni,Social Media,Medium,Negative
Report: Contaminated water supply in Gotri.,Water Supply,Gotri,Social Media,High,Negative
Urgent: Dead animal near Subhanpura needs removal. Please resolve asap.,Sanitation,Subhanpura,Social Media,High,Negative
"Report: Knee deep water in Harni, please help. Very dangerous situation.",Waterlogging,Harni,Social Media,High,Negative
"Sama road is full of potholes, very dangerous for bikers.",Roads,Sama,Official App,Medium,Negative
Help needed: Subhanpura is completely submerged. #Vadodara #VMC,Waterlogging,Subhanpura,WhatsApp,High,Negative
Factory releasing black smoke near Sayajigunj.,Pollution,Sayajigunj,News Headline,High,Negative
Yellow water coming from tap in Sama.,Water Supply,Sama,Official App,High,Negative
Harni is completely submerged.,Waterlogging,Harni,News Headline,High,Negative
Stray cattle blocking traffic at Subhanpura.,Stray Animals,Subhanpura,News Headline,Medium,Negative
Please check: Blinkering street lights at Gotri crossroad. It's been a week.,Street Lights,Gotri,Social Media,Medium,Negative
"Andhera hai Tarsali me, lights fix karo.",Street Lights,Tarsali,Official App,Medium,Negative
Help needed: Too many stray dogs in Gotri attacking people. Please resolve asap.,Stray Animals,Gotri,WhatsApp,Medium,Negative
Air quality is very bad in Sama. It's been a week.,Pollution,Sama,Social Media,High,Negative
Terrible chemical smell in Nandesari at night.,Pollution,Nandesari,Official App,High,Negative
Please check: Air quality is very bad in Makarpura. It's been a week.,Pollution,Makarpura,Social Media,High,Negative
"Andhera hai Harni me, lights fix karo.",Street Lights,Harni,Official App,Medium,Negative
Help needed: Street lights not working in Subhanpura. #Vadodara #VMC,Street Lights,Subhanpura,Social Media,Medium,Negative
Alert: Stray cattle blocking traffic at Sama. It's been a week.,Stray Animals,Sama,WhatsApp,Medium,Negative
Ganda paani aa raha hai Waghodia Road me. #Vadodara #VMC,Water Supply,Waghodia Road,Social Media,High,Negative
Huge potholes in Makarpura main road.,Roads,Makarpura,News Headline,Medium,Negative
Help needed: Subhanpura me bahut chemical ki badboo aa rahi hai. #Vadodara #VMC,Pollution,Subhanpura,Social Media,High,Negative
Stray animal menace in Makarpura.,Stray Animals,Makarpura,News Headline,Medium,Negative
 foul smell coming from garbage dump in Fatehgunj.,Sanitation,Fatehgunj,Official App,Medium,Negative
Too many stray dogs in Gorwa attacking people. It's been a week.,Stray Animals,Gorwa,Social Media,Medium,Negative
Please check: Waterlogging near Kala Ghoda is causing huge traffic jams. #Vadodara #VMC,Waterlogging,Kala Ghoda,Social Media,High,Negative
Help needed: Fatehgunj is completely dark at night. Please resolve asap.,Street Lights,Fatehgunj,WhatsApp,Medium,Negative
Water is not draining in Subhanpura. It is very annoying.,Waterlogging,Subhanpura,Social Media,High,Negative
Alert: Blinkering street lights at Tarsali crossroad. Very dangerous situation.,Street Lights,Tarsali,Social Media,Medium,Negative
"Report: Andhera hai Tarsali me, lights fix karo. It is very annoying.",Street Lights,Tarsali,Social Media,Medium,Negative
 foul smell coming from garbage dump in Gotri.,Sanitation,Gotri,Official App,Medium,Negative
Gadde hi gadde hai Ajwa Road ke road par.,Roads,Ajwa Road,Official App,Medium,Negative
Urgent: Suffocating smell near Tarsali GIDC. VMC please help.,Pollution,Tarsali,Social Media,High,Negative
Urgent: Gorwa is completely dark at night. VMC please help.,Street Lights,Gorwa,Social Media,High,Negative
Please check: Cows sitting in the middle of Ajwa Road road. #Vadodara #VMC,Stray Animals,Ajwa Road,WhatsApp,Medium,Negative
Please check: Street lights not working in Alkapuri. It is very annoying.,Street Lights,Alkapuri,Social Media,Medium,Negative
Cleaning not done in Gotri society.,Sanitation,Gotri,Official App,Medium,Negative
Dead animal near Waghodia Road needs removal.,Sanitation,Waghodia Road,News Headline,Medium,Negative
Contaminated water supply in Kala Ghoda.,Water Supply,Kala Ghoda,News Headline,High,Negative
Please check: Ganda paani aa raha hai Nyay Mandir me.,Water Supply,Nyay Mandir,WhatsApp,High,Negative
Yellow water coming from tap in Karelibaug. Authorities please take note.,Water Supply,Karelibaug,WhatsApp,High,Negative
Complaint: Terrible chemical smell in Karelibaug at night. Please resolve asap.,Pollution,Karelibaug,Social Media,High,Negative
Action required: Stray animal menace in Karelibaug. Calling municipal corporation.,Stray Animals,Karelibaug,WhatsApp,Medium,Negative
Urgent: Water is not draining in Waghodia Road. It is very annoying.,Waterlogging,Waghodia Road,WhatsApp,High,Negative
Too many stray dogs in Subhanpura attacking people.,Stray Animals,Subhanpura,Official App,Medium,Negative
Alert: Dead animal near Sayajigunj needs removal. Authorities please take note.,Sanitation,Sayajigunj,WhatsApp,Medium,Negative
Help needed: Low pressure water in Waghodia Road. #Vadodara #VMC,Water Supply,Waghodia Road,Social Media,High,Negative
Cows sitting in the middle of Gotri road. VMC please help.,Stray Animals,Gotri,Social Media,Medium,Negative
"Action required: Knee deep water in Gorwa, please help. Please resolve asap.",Waterlogging,Gorwa,WhatsApp,High,Negative
Report: Street lights not working in Tarsali.,Street Lights,Tarsali,Social Media,Medium,Negative
Alert: Suffocating smell near Harni GIDC. It is very annoying.,Pollution,Harni,WhatsApp,High,Negative
Action required: Cleaning not done in Sayajigunj society. It is very annoying.,Sanitation,Sayajigunj,WhatsApp,Medium,Negative
Report: Ganda paani aa raha hai Manjalpur me.,Water Supply,Manjalpur,Social Media,High,Negative
Cleaning not done in Nyay Mandir society. It is very annoying.,Sanitation,Nyay Mandir,Social Media,Medium,Negative
"Andhera hai Harni me, lights fix karo. Very dangerous situation.",Street Lights,Harni,WhatsApp,Medium,Negative
Contaminated water supply in Ajwa Road.,Water Supply,Ajwa Road,News Headline,High,Negative
Air quality is very bad in Gotri.,Pollution,Gotri,News Headline,High,Negative
Alert: Unfinished road work in Karelibaug causing dust. Very dangerous situation.,Roads,Karelibaug,Social Media,Medium,Negative
Help needed: Low pressure water in Tarsali. #Vadodara #VMC,Water Supply,Tarsali,WhatsApp,High,Negative
Ganda paani aa raha hai Waghodia Road me.,Water Supply,Waghodia Road,News Headline,High,Negative
Help needed: Blinkering street lights at Tarsali crossroad. Please resolve asap.,Street Lights,Tarsali,WhatsApp,Medium,Negative
Cows sitting in the middle of Nyay Mandir road.,Stray Animals,Nyay Mandir,Official App,Medium,Negative
Help needed: Water is not draining in Raopura. #Vadodara #VMC,Waterlogging,Raopura,Social Media,High,Negative
Kachra pada hai Nyay Mandir main road pe.,Sanitation,Nyay Mandir,News Headline,Medium,Negative
Cleaning not done in Ajwa Road society.,Sanitation,Ajwa Road,Official App,Medium,Negative
Help needed: Low pressure water in Subhanpura. Calling municipal corporation.,Water Supply,Subhanpura,Social Media,High,Negative
Please check: Heavy rain caused flooding near Gotri. #Vadodara #VMC,Waterlogging,Gotri,Social Media,High,Negative
Urgent: Road surface is damaged at Sayajigunj. #Vadodara #VMC,Roads,Sayajigunj,WhatsApp,High,Negative
Complaint: Low pressure water in Akota. Please resolve asap.,Water Supply,Akota,Social Media,High,Negative
"Alert: Nandesari road is full of potholes, very dangerous for bikers. Authorities please take note.",Roads,Nandesari,Social Media,Medium,Negative
No water supply in Fatehgunj since morning.,Water Supply,Fatehgunj,News Headline,High,Negative
Unfinished road work in Sayajigunj causing dust.,Roads,Sayajigunj,Official App,Medium,Negative
Cleaning not done in Alkapuri society.,Sanitation,Alkapuri,Official App,Medium,Negative
Factory releasing black smoke near Gorwa. Please resolve asap.,Pollution,Gorwa,Social Media,High,Negative
Dustbins are overflowing at Fatehgunj.,Sanitation,Fatehgunj,News Headline,Medium,Negative
Report: Bad road condition near Karelibaug school. Please resolve asap.,Roads,Karelibaug,WhatsApp,Medium,Negative
Alert: Blinkering street lights at Mandvi crossroad. Please resolve asap.,Street Lights,Mandvi,Social Media,Medium,Negative
Please check: Vishwamitri river water entering Ajwa Road low lying areas.,Waterlogging,Ajwa Road,Social Media,High,Negative
Urgent: Street lights not working in Sama. Calling municipal corporation.,Street Lights,Sama,Social Media,High,Negative
Low pressure water in Alkapuri.,Water Supply,Alkapuri,Official App,High,Negative
Help needed: No water supply in Waghodia Road since morning. Please resolve asap.,Water Supply,Waghodia Road,Social Media,High,Negative
Drainage overflow causing water to unexpected levels in Gotri.,Waterlogging,Gotri,News Headline,High,Negative
Help needed: Too many stray dogs in Akota attacking people. It's been a week.,Stray Animals,Akota,Social Media,Medium,Negative
Cows sitting in the middle of Nandesari road.,Stray Animals,Nandesari,Official App,Medium,Negative
Action required: Tarsali is completely dark at night. Calling municipal corporation.,Street Lights,Tarsali,Social Media,Medium,Negative
Report: Street lights not working in Manjalpur. Very dangerous situation.,Street Lights,Manjalpur,Social Media,Medium,Negative
"Andhera hai Vasna Road me, lights fix karo.",Street Lights,Vasna Road,Official App,Medium,Negative
Alert: Low pressure water in Sama. Authorities please take note.,Water Supply,Sama,Social Media,High,Negative
Please check: Alkapuri me bahut chemical ki badboo aa rahi hai. VMC please help.,Pollution,Alkapuri,Social Media,High,Negative
Action required: Resurfacing needed for Waghodia Road street. It's been a week.,Roads,Waghodia Road,Social Media,Medium,Negative
Low pressure water in Sayajigunj.,Water Supply,Sayajigunj,News Headline,High,Negative
"Alert: Nandesari road is full of potholes, very dangerous for bikers. It is very annoying.",Roads,Nandesari,WhatsApp,Medium,Negative
Terrible chemical smell in Harni at night. Very dangerous situation.,Pollution,Harni,Social Media,High,Negative
Cows sitting in the middle of Harni road.,Stray Animals,Harni,Official App,Medium,Negative
Complaint: Harni is completely dark at night. It's been a week.,Street Lights,Harni,Social Media,Medium,Negative
Report: Yellow water coming from tap in Makarpura.,Water Supply,Makarpura,Social Media,High,Negative
Please check: Subhanpura is completely dark at night. VMC please help.,Street Lights,Subhanpura,Social Media,Medium,Negative
Report: Yellow water coming from tap in Harni. Authorities please take note.,Water Supply,Harni,WhatsApp,High,Negative
Report: Vishwamitri river water entering Sama low lying areas.,Waterlogging,Sama,WhatsApp,High,Negative
Huge potholes in Kala Ghoda main road.,Roads,Kala Ghoda,Official App,Medium,Negative
Report: No water supply in Ajwa Road since morning. Authorities please take note.,Water Supply,Ajwa Road,Social Media,High,Negative
Cleaning not done in Sayajigunj society. It is very annoying.,Sanitation,Sayajigunj,WhatsApp,Medium,Negative
Complaint: Drainage overflow causing water to unexpected levels in Raopura. Please resolve asap.,Waterlogging,Raopura,WhatsApp,High,Negative
Cleaning not done in Sama society.,Sanitation,Sama,Official App,Medium,Negative
Bad road condition near Sayajigunj school. Calling municipal corporation.,Roads,Sayajigunj,WhatsApp,Medium,Negative
Help needed: Low pressure water in Sama. #Vadodara #VMC,Water Supply,Sama,Social Media,High,Negative
Stray cattle blocking traffic at Tarsali.,Stray Animals,Tarsali,Official App,Medium,Negative
Alert: Street lights not working in Gorwa. It's been a week.,Street Lights,Gorwa,Social Media,Medium,Negative
Contaminated water supply in Raopura. #Vadodara #VMC,Water Supply,Raopura,Social Media,High,Negative
Complaint: Street lights not working in Gorwa.,Street Lights,Gorwa,Social Media,Medium,Negative
"Alert: Fatehgunj road is full of potholes, very dangerous for bikers. Authorities please take note.",Roads,Fatehgunj,WhatsApp,Medium,Negative
Garbage not collected in Fatehgunj for 3 days. #Vadodara #VMC,Sanitation,Fatehgunj,Social Media,Medium,Negative
Complaint: Ganda paani aa raha hai Manjalpur me. VMC please help.,Water Supply,Manjalpur,WhatsApp,High,Negative
Urgent:  foul smell coming from garbage dump in Nyay Mandir.,Sanitation,Nyay Mandir,Social Media,High,Negative
Road surface is damaged at Alkapuri.,Roads,Alkapuri,Official App,Medium,Negative
Dust pollution is unbearable in Manjalpur. It is very annoying.,Pollution,Manjalpur,WhatsApp,High,Negative
Report: Gadde hi gadde hai Sama ke road par. #Vadodara #VMC,Roads,Sama,Social Media,Medium,Negative
Eyes burning due to smoke in Gorwa. Please resolve asap.,Pollution,Gorwa,Social Media,High,Negative
Help needed: Bad road condition near Nyay Mandir school. Very dangerous situation.,Roads,Nyay Mandir,WhatsApp,Medium,Negative
Urgent: Cows sitting in the middle of Gorwa road. Very dangerous situation.,Stray Animals,Gorwa,WhatsApp,High,Negative
Help needed: Gadde hi gadde hai Manjalpur ke road par. Calling municipal corporation.,Roads,Manjalpur,Social Media,Medium,Negative
Help needed: Stray cattle blocking traffic at Karelibaug. It is very annoying.,Stray Animals,Karelibaug,Social Media,Medium,Negative
Complaint: Air quality is very bad in Tarsali.,Pollution,Tarsali,Social Media,High,Negative
No water supply in Akota since morning.,Water Supply,Akota,News Headline,High,Negative
Report: Road surface is damaged at Sama. It is very annoying.,Roads,Sama,Social Media,Medium,Negative
Ajwa Road is completely dark at night.,Street Lights,Ajwa Road,Official App,Medium,Negative
Resurfacing needed for Harni street.,Roads,Harni,Official App,Medium,Negative
Action required: Drainage overflow causing water to unexpected levels in Vasna Road. Please resolve asap.,Waterlogging,Vasna Road,WhatsApp,High,Negative
Report: Ganda paani aa raha hai Mandvi me. Please resolve asap.,Water Supply,Mandvi,Social Media,High,Negative
Vasna Road is completely dark at night.,Street Lights,Vasna Road,News Headline,Medium,Negative
Report: Garbage not collected in Mandvi for 3 days. #Vadodara #VMC,Sanitation,Mandvi,Social Media,Medium,Negative
Street lights not working in Gorwa.,Street Lights,Gorwa,News Headline,Medium,Negative
Urgent: Very unhygienic conditions in Manjalpur vegetable market. #Vadodara #VMC,Sanitation,Manjalpur,Social Media,High,Negative
Drainage overflow causing water to unexpected levels in Subhanpura.,Waterlogging,Subhanpura,Official App,High,Negative
Report: Waterlogging near Fatehgunj is causing huge traffic jams. It's been a week.,Waterlogging,Fatehgunj,Social Media,High,Negative
Report: Heavy rain caused flooding near Kala Ghoda. Please resolve asap.,Waterlogging,Kala Ghoda,Social Media,High,Negative
Urgent: Street lights not working in Makarpura. Very dangerous situation.,Street Lights,Makarpura,WhatsApp,High,Negative
Blinkering street lights at Karelibaug crossroad.,Street Lights,Karelibaug,Official App,Medium,Negative
Action required: Drainage overflow causing water to unexpected levels in Mandvi. It's been a week.,Waterlogging,Mandvi,WhatsApp,High,Negative
Dustbins are overflowing at Sama. It is very annoying.,Sanitation,Sama,Social Media,Medium,Negative
Please check: Suffocating smell near Gorwa GIDC.,Pollution,Gorwa,Social Media,High,Negative
Report: Dustbins are overflowing at Manjalpur. Authorities please take note.,Sanitation,Manjalpur,Social Media,Medium,Negative
